Id,Player,Height,Weight
choneji01,Jim Chones,211,99
chrisma01,Marquese Chriss,206,108
chrisfr01,Fred Christ,193,95
chrisca01,Cal Christensen,196,95
chrisbo01,Bob Christian,208,115
chrisdo01,Doug Christie,198,90
chrisdi01,Dionte Christmas,196,92
chrisra01,Rakeem Christmas,206,113
chrisse01,Semaj Christon,190,86
chrisjo01,Josh Christopher,196,97
chrispa01,Patrick Christopher,196,94
chubist01,Stephen Chubin,188,90
churcro01,Robert Churchwell,198,88
clarkar01,Archie Clark,188,79
clarkca01,Carlos Clark,193,95
clarkea01,Earl Clark,208,102
clarkga01,Gary Clark,198,102
clarkia01,Ian Clark,190,79
clarkke01,Keon Clark,211,99
clarkri01,Richard Clark,193,86
clarkbr01,Brandon Clarke,203,97
clarkco01,Coty Clarke,201,105
clarkjo01,Jordan Clarkson,193,87
clavegi01,Gian Clavell,193,83
clavevi01,Victor Claver,206,101
clawsjo01,John Clawson,193,90
claxtch01,Charles Claxton,213,120
claxtni01,Nic Claxton,211,97
claxtsp01,Speedy Claxton,180,75
cleamji01,Jim Cleamons,190,83
cleavma01,Mateen Cleaves,188,92
clemeba01,Barry Clemens,198,95
clemoch01,Chris Clemons,175,81
clevean01,Antonius Cleveland,196,88
cliftna01,Nat Clifton,198,99
clossbi01,Bill Closs,196,88
closske01,Keith Closs,221,96
cloydpa01,Paul Cloyd,188,81
cluggbo01,Bob Cluggish,208,106
clydebe01,Ben Clyde,201,89
coffeam01,Amir Coffey,201,95
cofferi01,Richard Coffey,198,96
cofiefr01,Fred Cofield,190,86
cokerjo01,John Coker,213,114
coleno01,Norris Cole,188,79
colembe01,Ben Coleman,206,106
colemde01,Derrick Coleman,208,104
colemec01,E.C. Coleman,203,102
colemja01,Jack Coleman,201,88
colemno01,Norris Coleman,203,95
colesbi01,Bimbo Coles,185,81
collija02,Jason Collier,213,117
colliar01,Art Collins,193,83
collido02,Don Collins,198,86
collido01,Doug Collins,198,81
collija01,James Collins,193,88
collija03,Jarron Collins,211,115
collija04,Jason Collins,213,115
colliji01,Jimmy Collins,188,79
collijo01,John Collins,206,106
collima01,Mardy Collins,198,99
collish01,Sherron Collins,180,92
colliza01,Zach Collins,211,113
colliky01,Kyle Collinsworth,198,95
collida01,Darren Collison,183,79
collini01,Nick Collison,208,115
colonjo01,Joe Colone,196,95
colsobo01,Bonzie Colson,198,101
colsose01,Sean Colson,183,79
coltest01,Steve Colter,190,74
combsgl01,Glen Combs,188,83
combsle01,Leroy Combs,203,95
comeajo01,John Comeaux,196,87
comegda01,Dallas Comegys,206,92
comlela01,Larry Comley,196,95
congdje01,Jeffrey Congdon,185,81
conlege01,Gene Conley,203,102
conlela01,Larry Conley,190,79
conlemi01,Mike Conley,185,79
conlied01,Ed Conlin,196,90
conloma01,Marty Conlon,208,101
connapa01,Pat Connaughton,196,94
conneji01,Jimmy Conner,193,86
connele01,Lester Conner,193,81
connoch01,Chuck Connors,196,86
conrowi01,Will Conroy,188,88
cookan01,Anthony Cook,206,92
cookbe01,Bert Cook,190,83
cookbo01,Bobby Cook,178,70
cookbr01,Brian Cook,206,106
cookda02,Daequan Cook,196,92
cookda01,Darwin Cook,190,83
cookje01,Jeff Cook,208,97
cookno01,Norm Cook,203,95
cookom01,Omar Cook,185,86
cookqu01,Quinn Cook,185,81
cookty01,Tyler Cook,203,115
cookech01,Charles Cooke,196,88
cookeda01,David Cooke,203,104
cookejo01,Joe Cooke,190,79
cooleja01,Jack Cooley,206,117
coopech01,Chuck Cooper,196,95
coopedu01,Duane Cooper,185,83
coopejo01,Joe Cooper,208,104
coopemi01,Michael Cooper,201,77
coopesh01,Sharife Cooper,185,81
coopewa01,Wayne Cooper,208,99
copato01,Tom Copa,208,124
copelch01,Chris Copeland,206,108
copelho01,Hollis Copeland,198,81
copella01,Lanard Copeland,198,86
corbity01,Tyrone Corbin,198,95
corchch01,Chris Corchiani,183,83
corleke01,Ken Corley,196,95
corlera01,Ray Corley,183,81
cornepe01,Petr Cornelie,211,99
corzida01,Dave Corzine,211,113
costela01,Larry Costello,185,84
costema01,Matt Costello,206,111
cottobr01,Bryce Cotton,185,74
cottoja01,Jack Cotton,201,90
cottoja02,James Cotton,196,99
coughjo01,John Coughran,201,102
countme01,Mel Counts,213,104
courtst01,Steve Courtin,185,85
courtjo01,Joe Courtney,203,106
cousima01,Marcus Cousin,211,111
couside01,DeMarcus Cousins,208,122
cousybo01,Bob Cousy,185,79
covinro01,Robert Covington,201,94
cowenda01,Dave Cowens,206,104
coxch01,Chubby Cox,188,81
coxjo01,Johnny Cox,193,81
coxwe01,Wesley Cox,198,97
crabbal01,Allen Crabbe,196,96
craigto01,Torrey Craig,201,100
crawfch01,Chris Crawford,206,106
crawffr01,Freddie Crawford,193,85
crawfja01,Jamal Crawford,196,83
crawfjo01,Joe Crawford,196,95
crawfjo02,Jordan Crawford,193,88
creekmi01,Mitch Creek,196,97
creigji01,Jim Creighton,203,90
creviro01,Ron Crevier,213,106
crislha01,Hal Crisler,190,97
crispjo01,Joe Crispin,183,83
crissch01,Charlie Criss,173,74
critcru01,Russell Critchfield,178,68
critewi01,Winston Crite,201,105
crittja01,Javaris Crittenton,196,90
crockdi01,Dillard Crocker,193,92
croftbo01,Bobby Croft,208,90
crompge01,Geoff Crompton,211,127
crosbte01,Terry Crosby,193,88
croshau01,Austin Croshere,206,106
crossje01,Jeff Cross,208,108
crosspe01,Pete Cross,206,104
crossru01,Russell Cross,208,97
crossch01,Chink Crossin,185,74
crottjo01,John Crotty,185,83
crowbi01,Bill Crow,185,81
crowma01,Mark Crow,201,95
crowdco01,Corey Crowder,196,97
crowdja01,Jae Crowder,198,106
cuetoal01,Al Cueto,201,104
culveja01,Jarrett Culver,198,88
cumbeja01,Jarron Cumberland,196,92
cummipa01,Pat Cummings,206,104
cummite01,Terry Cummings,206,99
cummivo01,Vonteego Cummings,190,83
cunnibi01,Billy Cunningham,198,95
cunnica01,Cade Cunningham,198,99
cunnida01,Dante Cunningham,203,104
cunnidi01,Dick Cunningham,208,111
cunnija01,Jared Cunningham,193,88
cunniwi01,William Cunningham,211,113
curcira01,Radisav Ćurčić,208,124
curear01,Armand Cure,183,89
curetea01,Earl Cureton,206,95
curlebi01,Bill Curley,206,99
currafr01,Fran Curran,183,79
curryde01,Dell Curry,193,86
curryed01,Eddy Curry,213,133
curryja01,JamesOn Curry,190,86
currymi01,Michael Curry,196,95
curryse01,Seth Curry,188,83
curryst01,Stephen Curry,188,83
cvetkra01,Rastko Cvetković,216,117
dantomi01,Mike D'Antoni,190,83
dabicmi01,Mike Dabich,213,109
dahleed01,Ed Dahler,196,86
dailequ01,Quintin Dailey,190,81
dalemsa01,Samuel Dalembert,211,115
dallmho01,Howie Dallmar,193,90
dampier01,Erick Dampier,211,120
dampilo01,Louie Dampier,183,77
dandrbo01,Bob Dandridge,198,88
daniean01,Antonio Daniels,193,88
danieer01,Erik Daniels,203,97
daniell01,Lloyd Daniels,201,92
daniema01,Marquis Daniels,198,90
danieme01,Mel Daniels,206,99
danietr01,Troy Daniels,193,90
danilsa01,Sasha Danilović,196,90
dantlad01,Adrian Dantley,196,94
darcepe01,Pete Darcey,201,98
dardeji01,Jimmy Darden,185,77
dardeol01,Ollie Darden,201,106
dareyi01,Yinka Dare,213,120
darkje01,Jesse Dark,196,95
darlina01,Nate Darling,198,90
darneri01,Rick Darnell,208,97
darroji01,Jimmy Darrow,178,77
datomlu01,Gigi Datome,203,97
daughbr01,Brad Daugherty,213,111
daughma01,Mack Daughtry,190,79
davidko01,Kornél Dávid,206,106
davidje01,Jermareo Davidson,208,104
daviebo01,Bob Davies,185,79
daviebr01,Brandon Davies,208,108
davisan02,Anthony Davis,208,114
davisan01,Antonio Davis,206,97
davisau01,Aubrey Davis,188,79
davisba01,Baron Davis,190,94
davisbe01,Ben Davis,206,108
davisbi01,Bill Davis,190,97
davisbo01,Bob Davis,201,97
davisbr01,Brad Davis,190,81
davisbr02,Brian Davis,201,90
davisch02,Charles Davis,201,97
davisch01,Charlie Davis,188,72
davisda01,Dale Davis,211,104
davisde01,Deyonta Davis,211,107
davisdw01,Dwight Davis,203,99
davised01,Ed Davis,206,98
davisem01,Emanual Davis,193,88
davisgl01,Glen Davis,206,131
davisha01,Harry Davis,201,99
davishu01,Hubert Davis,196,83
davisji01,Jim Davis,206,102
davisjo01,Johnny Davis,188,77
davisjo02,Josh Davis,203,106
davisle01,Lee Davis,203,106
davisma01,Mark Davis,198,88
davisma02,Mark Davis,201,95
davisme01,Mel Davis,198,99
davismi02,Mickey Davis,201,88
davismi01,Mike Davis,190,83
davismi03,Mike Davis,208,104
davismo01,Monti Davis,201,92
davispa01,Paul Davis,211,122
davisra01,Ralph Davis,193,81
davisre01,Red Davis,201,99
davisri01,Ricky Davis,198,88
davisro01,Ron Davis,198,89
daviste02,Terence Davis,193,91
daviste01,Terry Davis,206,102
davisty01,Tyler Davis,208,120
daviswa01,Walt Davis,203,92
daviswa03,Walter Davis,198,87
daviswa02,Warren Davis,198,96
daviswi01,Willie Davis,203,106
dawkian01,Andre Dawkins,196,97
dawkida01,Darryl Dawkins,211,113
dawkijo01,Johnny Dawkins,188,74
dawkipa01,Paul Dawkins,196,86
dawsobr01,Branden Dawson,198,102
dawsoer01,Eric Dawson,206,113
dawsoji01,Jimmy Dawson,183,79
dawsoto01,Tony Dawson,201,97
dayto01,Todd Day,198,85
dayeau01,Austin Daye,211,99
dayeda01,Darren Daye,203,99
decolna01,Nando De Colo,196,90
deangbi01,Billy DeAngelis,185,81
debusda01,Dave DeBusschere,198,99
declean01,Andrew DeClercq,208,104
delauja01,Javin DeLaurier,208,107
delonna01,Nate DeLong,198,99
deprejo01,Joe DePre,190,83
derozde01,DeMar DeRozan,198,99
dezonha01,Hank DeZonie,198,97
deanegr01,Greg Deane,193,86
deckga01,Gabriel Deck,203,105
dedmode01,Dewayne Dedmon,213,111
deedo01,Don Dee,203,95
deesar01,Archie Dees,203,92
deherte01,Terry Dehere,188,86
dehnere01,Red Dehnert,190,79
dejeabr01,Bryce Dejean-Jones,198,94
dekkesa01,Sam Dekker,206,104
delnevi01,Vinny Del Negro,193,83
delanma01,Malcolm Delaney,190,86
delebi01,Bison Dele,206,106
delfica01,Carlos Delfino,198,104
delgaan01,Ángel Delgado,208,111
delkto01,Tony Delk,185,85
dellama01,Matthew Dellavedova,190,90
dembofe01,Fennis Dembo,196,97
demicla01,Larry Demic,206,102
dempsde01,Dell Demps,190,92
dempsge01,George Dempsey,188,86
denglu01,Luol Deng,206,107
dennake01,Kenny Dennard,203,99
dennibl01,Blaine Denning,188,79
dentmju01,Justin Dentmon,180,83
dentora01,Randy Denton,208,108
derliro01,Rod Derline,183,79
derrima01,Marcus Derrickson,201,112
deutsda01,Dave Deutsch,185,77
devlico01,Corky Devlin,196,88
digreer01,Ernie DiGregorio,183,81
divindo01,Donte DiVincenzo,193,92
diakima01,Mamadi Diakite,206,103
dialde01,Derrick Dial,193,83
diallch01,Cheick Diallo,203,99
diallha01,Hamidou Diallo,196,91
diawbo01,Boris Diaw,203,113
diawaya01,Yakhouba Diawara,201,102
diazgu01,Guillermo Díaz,188,87
dickada01,Dan Dickau,183,86
dickeka01,Kaniel Dickens,203,97
dickehe01,Henry Dickerson,193,86
dickemi01,Michael Dickerson,196,86
dickecl01,Clyde Dickey,190,83
dickede01,Derrek Dickey,201,98
dickedi01,Dick Dickey,185,79
dicksjo01,John Dickson,208,108
dienetr01,Travis Diener,185,79
dienggo01,Gorgui Dieng,208,114
dierkco01,Connie Dierking,206,100
dietrco01,Coby Dietrick,208,99
dillcr01,Craig Dill,211,97
dilladw01,Dwaine Dillard,198,104
dillami01,Mickey Dillard,190,77
dillebo01,Bob Dille,190,86
dilloho01,Hook Dillon,190,81
dinkiby01,Byron Dinkins,185,77
dinkija01,Jackie Dinkins,196,95
dinneha01,Harry Dinnel,193,90
dinwibi01,Bill Dinwiddie,201,99
dinwisp01,Spencer Dinwiddie,196,97
dioguik01,Ike Diogu,203,113
diopde01,DeSagana Diop,213,136
dischte01,Terry Dischinger,201,85
diutefr01,Fred Diute,190,95
divacvl01,Vlade Divac,216,110
dixonju01,Juan Dixon,190,74
doddea01,Earl Dodd,196,79
doleami01,Michael Doleac,211,118
dolhojo01,Joe Dolhon,183,79
dollbo01,Bob Doll,196,88
donalja01,James Donaldson,218,124
doncilu01,Luka Dončić,201,104
donhabo01,Bob Donham,188,86
donovbi01,Billy Donovan,180,77
donovha01,Harry Donovan,188,81
doolike01,Keyon Dooling,190,88
djordal01,Aleksandar Djordjevic,188,89
dorseja01,Jacky Dorsey,201,104
dorsejo01,Joey Dorsey,203,121
dorsero01,Ron Dorsey,193,90
dorsety01,Tyler Dorsey,196,83
dortlu01,Luguentz Dort,190,97
dosunay01,Ayo Dosunmu,196,90
dotsoda01,Damyean Dotson,196,95
dotsode01,Devon Dotson,188,83
doubyqu01,Quincy Douby,190,79
douglbr01,Bruce Douglas,190,88
dougljo01,John Douglas,188,77
douglle01,Leon Douglas,208,104
douglsh01,Sherman Douglas,183,81
douglto01,Toney Douglas,188,88
douglch01,Chris Douglas-Roberts,201,90
doumbse01,Sekou Doumbouya,203,104
doveso01,Sonny Dove,201,89
doverje01,Jerry Dover,170,70
dowdeza01,Zabian Dowdell,190,86
downebi01,Bill Downey,198,95
downist01,Steve Downing,203,102
dowtije01,Jeff Dowtin,190,83
doyleda01,Danny Doyle,203,90
doylemi01,Milton Doyle,193,83
doziepj01,PJ Dozier,198,92
doziete01,Terry Dozier,206,95
dragigo01,Goran Dragić,190,86
dragizo01,Zoran Dragić,196,90
dreilgr01,Greg Dreiling,216,113
drewbr01,Bryce Drew,188,83
drewjo01,John Drew,198,92
drewla01,Larry Drew,185,77
drewla02,Larry Drew II,188,81
drexlcl01,Clyde Drexler,201,95
driggna01,Nate Driggers,196,97
driscte01,Terry Driscoll,201,97
drobnpr01,Predrag Drobnjak,211,122
drollra01,Ralph Drollinger,218,113
drumman01,Andre Drummond,208,126
duvalde01,Dennis DuVal,190,79
duartch01,Chris Duarte,198,86
duckedi01,Dick Duckett,185,83
duckwke01,Kevin Duckworth,213,124
dudlech01,Charles Dudley,188,81
dudlech02,Chris Dudley,211,106
dudleja01,Jared Dudley,198,107
duerote01,Terry Duerod,188,81
duffybo01,Bob Duffy,193,79
duffybo02,Bob Duffy,190,83
duhonch01,Chris Duhon,185,83
dukandu01,Duje Dukan,206,99
dukeda01,David Duke Jr.,196,92
dukeswa01,Walter Dukes,213,99
dumarjo01,Joe Dumars,190,86
dumasri01,Rich Dumas,190,77
dumasri02,Richard Dumas,201,90
dumasto01,Tony Dumas,198,86
duncaan01,Andy Duncan,198,88
duncati01,Tim Duncan,211,113
dunlemi01,Mike Dunleavy,190,81
dunlemi02,Mike Dunleavy,206,104
dunnkr01,Kris Dunn,190,92
dunnpa01,Pat Dunn,188,77
dunntr01,T.R. Dunn,193,87
duprero01,Ronald Dupree,201,94
duranke01,Kevin Durant,208,108
durenjo01,John Duren,190,88
durhaja01,Jarrett Durham,196,85
durhapa01,Pat Durham,201,95
durrade01,Devin Durrant,201,90
durreke01,Ken Durrett,201,86
duvaltr01,Trevon Duval,188,85
dwanja01,Jack Dwan,193,90
dykemcr01,Craig Dykema,203,86
dykerge01,Gene Dyker,198,102
dysonje01,Jerome Dyson,190,81
eacklle01,Ledell Eackles,196,99
eakinji01,Jim Eakins,211,97
earlac01,Acie Earl,208,108
earleed01,Ed Earle,190,86
earlycl01,Cleanthony Early,203,95
earlype01,Penny Early,160,51
eatonma01,Mark Eaton,224,124
eavesje01,Jerry Eaves,193,81
ebankde01,Devin Ebanks,206,97
ebbenbi01,Bill Ebben,193,86
eberhal01,Al Eberhard,198,102
ebind01,Ndudi Ebi,206,90
ebronro01,Roy Ebron,206,99
echenja01,Jaime Echenique,211,117
eddieja01,Jarell Eddie,201,98
eddiepa01,Patrick Eddie,211,108
eddledi01,Dike Eddleman,190,85
edelike01,Kenton Edelin,203,92
edgech01,Charles Edge,198,95
edmonbo01,Bobby Edmonds,198,99
edmonke01,Keith Edmonson,196,88
edneyty01,Tyus Edney,178,68
edwaran01,Anthony Edwards,193,102
edwarbi01,Bill Edwards,203,97
edwarbl01,Blue Edwards,193,90
edwarca01,Carsen Edwards,180,90
edwarco01,Corsley Edwards,206,124
edwardo01,Doug Edwards,201,99
edwarfr01,Franklin Edwards,185,77
edwarja01,James Edwards,213,102
edwarja02,Jay Edwards,193,83
edwarjo01,John Edwards,213,124
edwarke02,Kessler Edwards,203,97
edwarke01,Kevin Edwards,190,86
edwarro01,Rob Edwards,196,92
edwarsh01,Shane Edwards,201,99
edwarvi01,Vince Edwards,203,102
eganjo01,Johnny Egan,180,81
egglelo01,Lonnie Eggleston,183,77
ehlerbu01,Bulbs Ehlers,190,89
ehlocr01,Craig Ehlo,198,81
eichhdi01,Rich Eichhorst,190,90
eisleho01,Howard Eisley,188,80
ekeziob01,Obinna Ekezie,206,122
elamikh01,Khalid El-Amin,178,90
eliasdo01,Don Eliason,188,95
eliema01,Mario Elie,196,95
ellebcj01,CJ Elleby,198,90
ellefra01,Ray Ellefson,203,104
ellenhe01,Henry Ellenson,208,108
ellinwa01,Wayne Ellington,193,93
elliobo01,Bob Elliott,206,102
elliose01,Sean Elliott,203,92
ellisbo02,Bo Ellis,206,89
ellisbo01,Boo Ellis,196,83
ellisda01,Dale Ellis,201,92
ellisha01,Harold Ellis,196,90
ellisjo01,Joe Ellis,198,79
ellisla01,LaPhonso Ellis,203,108
ellisle02,LeRon Ellis,206,102
ellisle01,Leroy Ellis,208,95
ellismo01,Monta Ellis,190,83
ellispe01,Pervis Ellison,206,95
elmorle01,Len Elmore,206,99
elsonfr01,Francisco Elson,213,106
elstoda01,Darrell Elston,193,86
elyme01,Melvin Ely,208,117
embiijo01,Joel Embiid,213,127
embrywa01,Wayne Embry,203,108
emmetan01,Andre Emmett,196,104
endrene01,Ned Endress,188,90
englewa01,Wayne Engelstad,203,111
englech01,Chris Engler,211,111
engliaj01,A.J. English,190,79
englial01,Alex English,203,86
englicl01,Claude English,193,83
englijo01,Jo Jo English,193,88
engliki01,Kim English,198,90
englisc01,Scott English,198,92
engluge01,Gene Englund,196,92
ennisja01,James Ennis III,198,97
ennisty01,Tyler Ennis,190,87
eppsra01,Ray Epps,198,88
erdense01,Semih Erden,213,108
eriasbo01,Bo Erias,190,99
erickke01,Keith Erickson,196,88
ervinju01,Julius Erving,201,95
eschmev01,Evan Eschmeyer,211,115
eskrija01,Jack Eskridge,196,90
esposvi01,Vincenzo Esposito,190,89
eubandr01,Drew Eubanks,206,111
evansbi01,Billy Evans,183,77
evansbo01,Bob Evans,188,79
evansbr01,Brian Evans,203,99
evansea01,Earl Evans,203,91
evansja02,Jacob Evans,193,95
evansja01,Jawun Evans,183,83
evansje01,Jeremy Evans,206,90
evansma01,Maurice Evans,196,99
evansmi01,Mike Evans,185,77
evansre01,Reggie Evans,203,111
evansty01,Tyreke Evans,198,99
ewingda01,Daniel Ewing,190,83
ewingpa01,Patrick Ewing,213,108
ewingpa02,Patrick Ewing,203,106
exumda01,Dante Exum,196,97
eyengch01,Christian Eyenga,196,95
ezelife01,Festus Ezeli,211,115
ezersjo01,Johnny Ezersky,190,79
fabeljo01,Joe Fabel,185,86
faircjo01,John Fairchild,203,92
fallta01,Tacko Fall,229,141
farbmph01,Phil Farbman,185,83
farieke01,Kenneth Faried,203,99
farledi01,Dick Farley,193,86
farmajo01,Jordan Farmar,188,81
farmede01,Desmon Farmer,196,99
farmeji01,Jim Farmer,193,86
farmemi01,Mike Farmer,201,95
farmeto01,Tony Farmer,206,110
faughbo01,Bob Faught,196,83
favervi01,Vítor Luiz Faverani,211,117
favorde01,Derrick Favors,206,120
fazekni01,Nick Fazekas,211,106
fedorda01,Dave Fedor,198,86
feeribo01,Bob Feerick,190,86
feherbu01,Butch Feher,193,83
feickja01,Jamie Feick,206,115
feierro01,Ron Feiereisel,190,83
feigege01,George Feigenbaum,185,83
feitlda01,Dave Feitl,211,106
feldeka01,Kay Felder,175,79
feliccr01,Cristiano Felício,211,122
felixca01,Carrick Felix,198,91
felixno01,Noel Felix,206,102
felixra01,Ray Felix,211,99
feltora01,Raymond Felton,185,92
fendlja01,Jake Fendley,183,81
fenlewa01,Warren Fenley,190,86
fergude01,Desmond Ferguson,201,92
fergute01,Terrance Ferguson,198,86
fernaru01,Rudy Fernández,198,83
fernabr01,Bruno Fernando,206,108
fernser01,Eric Fernsten,208,92
ferraal01,Al Ferrari,193,86
ferrero01,Rolando Ferreira,216,108
ferredu01,Duane Ferrell,201,94
ferreyo01,Yogi Ferrell,183,80
ferriar01,Arnie Ferrin,188,81
ferrybo01,Bob Ferry,203,104
ferryda01,Danny Ferry,208,104
fesenky01,Kyrylo Fesenko,216,130
fieldbo01,Bobby Fields,190,79
fieldke01,Kenny Fields,196,99
fieldla01,Landry Fields,201,95
filipro01,Ron Filipek,196,92
fillmgr01,Greg Fillmore,216,108
finchla01,Larry Finch,188,83
finkeha01,Hank Finkel,213,108
finlemi01,Michael Finley,201,97
finnda01,Danny Finn,185,83
finnedo01,Dorian Finney-Smith,201,99
fishma01,Matt Fish,211,106
fishede01,Derek Fisher,185,90
fisheri01,Richard Fisher,196,97
fitchge01,Gerald Fitch,190,85
fittsma01,Malik Fitts,203,104
fitzgbo01,Bob Fitzgerald,196,86
fitzgdi01,Dick Fitzgerald,188,79
fizerma01,Marcus Fizer,206,118
fleisje01,Jerry Fleishman,188,86
flemial01,Al Fleming,201,97
flemied01,Ed Fleming,190,85
flemive01,Vern Fleming,196,83
florelu01,Luis Flores,188,90
flowebr01,Bruce Flowers,203,102
floydsl01,Sleepy Floyd,190,77
flynnjo01,Jonny Flynn,183,83
flynnma01,Malachi Flynn,185,79
flynnmi01,Mike Flynn,188,81
foglela01,Larry Fogle,196,92
foleyja01,Jack Foley,190,77
fontais01,Isaac Fontaine,193,95
fontale01,Levi Fontaine,193,86
footeje01,Jeff Foote,213,120
forbebr01,Bryn Forbes,188,92
forbega01,Gary Forbes,201,99
fordal03,Aleem Ford,203,99
fordal01,Alphonso Ford,185,86
fordal02,Alton Ford,206,124
fordbo01,Bob Ford,201,103
fordch01,Chris Ford,196,86
forddo01,Don Ford,206,97
fordja01,Jake Ford,190,81
fordph01,Phil Ford,188,79
fordsh02,Sharrod Ford,206,102
fordsh01,Sherell Ford,201,95
fordtj01,T.J. Ford,183,74
formado01,Donnie Forman,178,79
forreba01,Bayard Forrest,208,106
forretr01,Trent Forrest,193,95
fortejo01,Joseph Forte,193,87
fortsco01,Courtney Fortson,180,83
fortsda01,Danny Fortson,201,117
fostefr01,Fred Foster,196,95
fostegr01,Greg Foster,211,108
fosteje01,Jeff Foster,211,107
fosteja01,Jimmy Foster,185,79
fostero01,Rod Foster,185,72
fotsian01,Antonis Fotsis,208,99
fournev01,Evan Fournier,201,92
foustla01,Larry Foust,206,97
fowleca01,Calvin Fowler,183,79
fowleje01,Jerry Fowler,203,104
fowlktr01,Tremaine Fowlkes,203,99
foxde01,De'Aaron Fox,190,83
foxha01,Harold Fox,188,79
foxji01,Jim Fox,208,104
foxri01,Rick Fox,201,104
foyera01,Randy Foye,193,96
foylead01,Adonal Foyle,208,113
frahmri01,Richie Frahm,196,95
francst01,Steve Francis,190,88
frankte01,Tellis Frank,208,102
frankna01,Nat Frankel,183,88
frankja01,Jamaal Franklin,196,86
frankwi01,William Franklin,201,99
frankro01,Robert Franks,201,102
franzro01,Ronald Franz,201,92
frazime01,Melvin Frazier,196,97
frazimi01,Michael Frazier,190,90
fraziti01,Tim Frazier,183,77
fraziwa01,Walt Frazier,193,90
fraziwi01,Will Frazier,201,95
fredean01,Anthony Frederick,201,92
fredeji01,Jimmer Fredette,188,88
freewo01,World B. Free,188,83
kanteen01,Enes Freedom,208,113
freeljo01,Joel Freeland,208,113
freemdo01,Donnie Freeman,190,83
freemga01,Gary Freeman,206,95
freemro01,Rod Freeman,201,102
freijma01,Matt Freije,208,108
freyfr01,Frido Frey,188,88
frienla01,Larry Friend,193,83
frinkpa01,Pat Frink,193,88
fritsji01,Jim Fritsche,203,95
fryech01,Channing Frye,213,115
fryerbe01,Bernie Fryer,190,83
fucarfr01,Frank Fucarino,188,79
fuetshe01,Herm Fuetsch,183,77
fulksjo01,Joe Fulks,196,86
fulleca01,Carl Fuller,206,102
fullehi01,Hiram Fuller,206,108
fulleto02,Todd Fuller,211,115
fulleto01,Tony Fuller,193,81
fultzma01,Markelle Fultz,190,94
fundela01,Lawrence Funderburke,206,104
furlote01,Terry Furlow,193,86
gaborbi01,Bill Gabor,180,77
gabriwe01,Wenyen Gabriel,206,92
gadzuda01,Dan Gadzuric,211,108
gaffoda01,Daniel Gafford,208,106
gaide01,Deng Gai,206,113
gaineel01,Elmer Gainer,198,88
gainebi01,Bill Gaines,193,83
gaineco01,Corey Gaines,190,88
gainere01,Reece Gaines,198,92
gaineda01,Smokey Gaines,185,77
gainesu01,Sundiata Gaines,185,83
galemi01,Mike Gale,193,83
gallach01,Chad Gallagher,208,115
gallaha01,Harry Gallatin,198,95
gillege01,Gene Gallette,188,92
gallida01,Danilo Gallinari,208,105
gallola01,Langston Galloway,185,90
gambeda01,Dave Gambee,198,97
gamblke01,Kevin Gamble,196,95
ganttbo01,Bob Gantt,193,92
garbajo01,Jorge Garbajosa,206,111
garceru01,Rubén Garcés,206,111
garcial01,Alex Garcia,190,99
garcifr01,Francisco García,201,88
gardnch01,Chuck Gardner,203,92
gardnea01,Earl Gardner,190,88
gardnke01,Kenneth Gardner,196,92
gardnth01,Thomas Gardner,196,102
gardnve01,Vern Gardner,196,90
garfija01,Jack Garfinkel,183,86
garinpa01,Patricio Garino,198,95
garlada01,Darius Garland,185,87
garlaga01,Gary Garland,193,81
garlawi01,Winston Garland,188,77
garmadi01,Dick Garmaker,190,90
garnebi01,Bill Garner,208,99
garnech01,Chris Garner,178,70
garnebi02,Bill Garnett,206,102
garneke01,Kevin Garnett,211,108
garnema01,Marlon Garnett,188,84
garrebi01,Billy Garrett,198,96
garreca01,Calvin Garrett,201,86
garrede01,Dean Garrett,208,102
garredi02,Diante Garrett,193,86
garredi01,Dick Garrett,190,83
garrema01,Marcus Garrett,196,92
garrero01,Rowland Garrett,198,95
garrito01,Tom Garrick,188,83
garrijo01,John Garris,203,92
garriki01,Kiwane Lemorris Garris,188,83
garripa01,Pat Garrity,206,107
garubus01,Usman Garuba,203,99
garviji01,Jim Garvin,201,90
garzalu01,Luka Garza,211,106
gasolma01,Marc Gasol,211,115
gasolpa01,Pau Gasol,213,113
gatesfr01,Frank Gates,183,72
gatlich01,Chris Gatling,208,99
gattike01,Kenny Gattison,203,102
gayru01,Rudy Gay,203,113
gaydaed01,Ed Gayda,193,95
gazean01,Andrew Gaze,201,92
gbinimi01,Michael Gbinije,201,90
gearyre01,Reggie Geary,188,84
geeal01,Alonzo Gee,198,102
geigema01,Matt Geiger,213,110
gelabmi01,Mickaël Gelabale,201,97
georgde01,Devean George,203,99
georgja01,Jack George,188,86
georgpa01,Paul George,203,99
georgta01,Tate George,196,86
georgma01,Marcus Georges-Hunt,196,97
gerargu01,Gus Gerard,203,90
gervide01,Derrick Gervin,203,90
gervige01,George Gervin,201,81
getchgo01,Gorham Getchell,193,92
gianejo01,John Gianelli,208,99
gibbsdi01,Dick Gibbs,196,95
gibsoda01,Daniel Gibson,188,86
gibsode01,Dee Gibson,180,79
gibsoho01,Hoot Gibson,196,89
gibsojo01,Jonathan Gibson,188,83
gibsome01,Mel Gibson,190,81
gibsomi01,Mike Gibson,208,92
gibsota01,Taj Gibson,206,105
giddejr01,J.R. Giddens,196,97
